local_tuple,external_tuple,relevant,split
"Reclipsen Birth Control ""I have been taking reclipsen for 3 months (just finished my third package). I was on Yaz for one year, then Lutera, and now am on Reclipsen. Out of the 3, Reclipsen is hands down my favorite. I stopped taking Yaz after reading scary reviews online, and hearing negative reviews from other women I know. The side effects I experienced were noticable. I experienced a lot of spotting between periods, and if I forgot to take the pill at the exact same time every day, my period started right away--sometimes just hours later! Lutera made my fairly-clear skin break out, and made me EXTREMELY moody and often depressed. 



The main side effect I have noticed with Reclipsen is breast growth. At least a cup size this last month! (no complaints).""","Desogestrel Desogestrel, sold under the brand names Cerazette and Mircette among many others, is a progestin medication which is used in birth control pills for women. It is also used in the treatment of menopausal symptoms in women. The medication is available and used alone or in combination with an estrogen. It is taken by mouth.Side effects of desogestrel include menstrual irregularities, headaches, nausea, breast tenderness, mood changes, acne, increased hair growth, and others. Desogestrel is a progestin, or a synthetic progestogen, and hence is an agonist of the progesterone receptor, the biological target of progestogens like progesterone. It has very weak androgenic and glucocorticoid activity and no other important hormonal activity. The medication is a prodrug of etonogestrel (3-ketodesogestrel) in the body.Desogestrel was discovered in 1972 and was introduced for medical use in Europe in 1981. It became available in the United States in 1992. Desogestrel is sometimes referred to as a ""third-generation"" progestin. Along with norethisterone, it is one of the only progestins that is widely available as a progestogen-only ""mini pill"" for birth control. Desogestrel is marketed widely throughout the world. It is available as a generic medication. In 2017, the version with ethinylestradiol was the 164th most commonly prescribed medication in the United States, with more than three million prescriptions.",1,train
"Metronidazole Diverticulitis ""I&#039;m really glad I read the hints about taking the Cipro 2 hours after the Flagyl.  I hope it helps!  Also got some Zofran.  I came down with diverticulitis for the first time ever, and was perscribed the above drug combo.  I&#039;m on day two and the debilitating pain is gone.  But now I have the dreaded nausea and diahhrea, and just plain feeling like I have stomach flu!  But I&#039;m going to try the suggestions offered by others, and keep my fingers crossed they work...otherwise, I&#039;m not sure how to go back to work, without toting along a porta potty :)""","Metronidazole Metronidazole, marketed under the brand name Flagyl among others, is an antibiotic and antiprotozoal medication. It is used either alone or with other antibiotics to treat pelvic inflammatory disease, endocarditis, and bacterial vaginosis. It is effective for dracunculiasis, giardiasis, trichomoniasis, and amebiasis. It is an option for a first episode of mild-to-moderate Clostridium difficile colitis if vancomycin or fidaxomicin is unavailable. Metronidazole is available by mouth, as a cream, and by injection into a vein.Common side effects include nausea, a metallic taste, loss of appetite, and headaches. Occasionally seizures or allergies to the medication may occur. Some state that metronidazole should not be used in early pregnancy, while others state doses for trichomoniasis are safe. Sources disagree over safety in breastfeeding.Metronidazole began to be commercially used in 1960 in France. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available in most areas of the world. The pills are relatively inexpensive, costing between US$0.01 and US$0.10 each. In the United States, it is about US$26 for ten days of treatment. In 2017, it was the 58th most commonly prescribed medication in the United States, with more than twelve million prescriptions.",1,train
"Quetiapine Bipolar Disorde ""I was prescribed 200-700mg for bipolar with psychotic features. At 200-400mg I slept well and woke up happy and felt content. Some symptoms remained, thus the increase to 700mg. At that level I had nightly blackouts where I would write belligerent texts to loved ones at night, and have no memory of it. I was horrified to learn of it later. I&#039;ve tried Geodon and Zyprexa with bad results like drooling somnolence and tachycardia. Next doctor visit I will ask to be put on 300 Seroquel. I had good results at that level, and wish to return to that. Looking forward to it. I&#039;m not on any anti-psychotic currently and I feel anxious.""","Quetiapine Quetiapine, sold under the brand name Seroquel among others, is an atypical antipsychotic medication used for the treatment of schizophrenia, bipolar disorder, and major depressive disorder. Despite being widely used as a sleep aid due its sedating effect, the benefits of such use do not appear to generally outweigh the side effects. It is taken by mouth.Common side effects include sleepiness, constipation, weight gain, and dry mouth. Other side effects include low blood pressure with standing, seizures, a prolonged erection, high blood sugar, tardive dyskinesia, and neuroleptic malignant syndrome. In older people with dementia, its use increases the risk of death. Use in the third trimester of pregnancy may result in a movement disorder in the baby for some time after birth. Quetiapine is believed to work by blocking a number of receptors including serotonin and dopamine.Quetiapine was developed in 1985 and approved for medical use in the United States in 1997. It is available as a generic medication. In the United States, the wholesale cost is about US$12 per month as of 2017. In the United Kingdom, a month's supply costs the NHS about Â£60 as of 2017. In 2017, it was the 76th most commonly prescribed medication in the United States, with more than ten million prescriptions.",1,train
"Levofloxacin Kidney Infections ""750 mg for 7 days home health and approx four days of hospitalization on levaquin. Drug is given once a day via IV. I am severely itchy at this point, not much is helping. Some temporary quick fixes with dr. Teals body oil. Last dose tomorrow, I feel weak, tired and have have the occasional muscle spasms accompiened by a nasty rash all over my legs, arms and stomach. It feels awful. I am ready to get off the meds tomorrow and hopefully the sleep insomnia will subside along with the muscle spasms.""","Levofloxacin Levofloxacin, sold under the trade names Levaquin among others, is an antibiotic. It is used to treat a number of bacterial infections including acute bacterial sinusitis, pneumonia, H. pylori (in combination with other medications), urinary tract infections, chronic prostatitis, and some types of gastroenteritis. Along with other antibiotics it may be used to treat tuberculosis, meningitis, or pelvic inflammatory disease. Use is generally recommended only when other options are not available. It is available by mouth, intravenously, and in eye drop form.Common side effects include nausea, diarrhea, and trouble sleeping. Serious side effects may include tendon rupture, tendon inflammation, seizures, psychosis, and potentially permanent peripheral nerve damage. Tendon damage may appear months after treatment is completed. People may also sunburn more easily. In people with myasthenia gravis, muscle weakness and breathing problems may worsen. While use during pregnancy is not recommended, risk appears to be low. The use of other medications in this class appear to be safe while breastfeeding; however, the safety of levofloxacin is unclear. Levofloxacin is a broad-spectrum antibiotic of the fluoroquinolone drug class. It usually results in death of the bacteria. It is the left-handed isomer of the medication ofloxacin.Levofloxacin was patented in 1985 and approved for medical use in the United States in 1996. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is about US$0.44â_x0080__x0093_0.95 per week of treatment. In the United States a week of treatment costs about $50â_x0080__x0093_100. In 2017, it was the 165th most commonly prescribed medication in the United States, with more than three million prescriptions.",1,train
"Tiotropium COPD, Maintenance ""I&#039;m 48 and have the capacity of an 81 year old woman due to years of smoking.  I have smoked very few cigarettes since last week when I found out how bad my lungs are and thanks to hardly smoking and the Spiriva I am doing MUCH better!  Only side effect is a REALLY itchy nose/dry sinuses/stuffy (really stuffy) nose...but it&#039;s much better to be able to take a deep breath and function again!  Side effects are nothing compared to gasping for air! Love Spiriva!""","Tiotropium_bromide Tiotropium bromide, sold under the brandname Spiriva among others, is a long-acting bronchodilator used in the management of chronic obstructive pulmonary disease (COPD) and asthma. Specifically it is used to try to prevent periods of worsening rather than for those periods themselves. It is used by inhalation through the mouth. Onset typically begins within half an hour and lasts for 24 hours.Common side effects include a dry mouth, runny nose, upper respiratory tract infection, shortness of breath and headache. Severe side effects may include angioedema, worsening bronchospasm, and QT prolongation. Tentative evidence has not found harm during pregnancy, however, such use has not been well studied. It is an anticholinergic medication and works by blocking acetylcholine action on smooth muscle.Tiotropium was patented in 1989, and approved for medical use in 2002. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. In the United States the wholesale cost was about US$13.75 per dose as of 2019. In the United Kingdom a dose costs the NHS about 0.86 pounds as of 2019. In 2017, it was the 82nd most commonly prescribed medication in the United States, with more than nine million prescriptions. There is no generic version available in the United States as of 2019.",1,train
"Gabapentin Anxiety ""I was prescribed gabapentin for back surgery pain, and nerve pain from diabetes...  I&#039;m on the max dose, 1200 mg 3 times a day... All I can say is thank you Load for freeing me up from the opiates!  My mood is great, I sleep well and my pain has diminished by 75%! I am 63 years old, forced to retire due to excessive back pain (3 surgeries, one spinal fusion) and very bad nerve pain in my feet and hands... I&#039;ve had no side effects and all my doctors (I&#039;ve had triple bypass also... No heart attack, thank God.. No damage to my heart) have said there is no reason to discontinue using it !""","Gabapentin Gabapentin, sold under the brand name Neurontin among others, is an anticonvulsant medication used to treat partial seizures, neuropathic pain, hot flashes, and restless legs syndrome. It is recommended as one of a number of first-line medications for the treatment of neuropathic pain caused by diabetic neuropathy, postherpetic neuralgia, and central neuropathic pain. About 15% of those given gabapentin for diabetic neuropathy or postherpetic neuralgia have a measurable benefit. Gabapentin is taken by mouth.Common side effects include sleepiness and dizziness. Serious side effects include an increased risk of suicide, aggressive behavior, and drug reactions. It is unclear if it is safe during pregnancy or breastfeeding. Lower doses are recommended in those with kidney disease associated with a low kidney function. Gabapentin is a gabapentinoid. It has a molecular structure similar to that of the neurotransmitter Î³-aminobutyric acid (GABA) and acts by inhibiting certain calcium channels.Gabapentin was first approved for use in 1993. It has been available as a generic medication in the United States since 2004. The wholesale price in the developing world as of 2015 was about US$10.80 per month; in the United States, it was US$100 to US$200. In 2017, it was the eleventh most commonly prescribed medication in the United States, with more than 46 million prescriptions. During the 1990s, Parke-Davis, a subsidiary of Pfizer, began using a number of illegal techniques to encourage physicians in the United States to use gabapentin for unapproved uses. They have paid out millions of dollars to settle lawsuits regarding these activities.",1,train
"TriNessa Birth Control ""I have had horrible cystic acne since I was 18, which gets worse around my period. I&#039;ve tried so many different birth controls and gone to the dermatologist so many times with no luck. This stuff changed the game for me. I rarely get cystic acne anymore, and my skin just looks so much better and healthier. I used to never leave the house without makeup, and now I don&#039;t even give it a second thought! 
I am so grateful for this medication. My periods are also normal and fairly light. I never have cramps during my period anymore! If you have acne problems and want to regulate your period, definitely try this first.""","Norgestimate Norgestimate, sold under the brand names Ortho Tri-Cyclen and Previfem among others, is a progestin medication which is used in birth control pills for women and in menopausal hormone therapy. The medication is available in combination with an estrogen and is not available alone. It is taken by mouth.Side effects of the combination of an estrogen and norgestimate include menstrual irregularities, headaches, nausea, abdominal pain, breast tenderness, mood changes, and others. Norgestimate is a progestin, or a synthetic progestogen, and hence is an agonist of the progesterone receptor, the biological target of progestogens like progesterone. It has very weak androgenic activity and no other important hormonal activity. The medication is a prodrug of norelgestromin and to a lesser extent of levonorgestrel in the body.Norgestimate was patented in 1965 and introduced for medical use, specifically in birth control pills, in 1986. It was introduced for use in menopausal hormone therapy in the United States in 1999. Norgestimate is sometimes referred to as a ""third-generation"" progestin. It is marketed in birth control pills widely throughout the world, whereas it is available for use in menopausal hormone therapy only in the United States and Brazil. Norgestimate is available as a generic medication. In 2017, the version with ethinylestradiol was the 62nd most commonly prescribed medication in the United States, with more than twelve million prescriptions.",1,train
"ParaGard Birth Control ""I am a 21 year old college student and first went on a hormonal birth control (lutera) when I was 18 to help with irregular periods--and after almost a month on it I was a raging hormonal maniac. I was too traumatized for awhile to look into other options and then I thought a non hormonal IUD would be the solution to my birth control woes. My first insertion went relatively smoothly--I psyched myself out before hand but it was just uncomfortable, not painful. Unfortunately 3 months after insertion the IUD partially expelled. A month later I had a new one put in which I&#039;ve had for a year now, and though I still get painful, heavy periods with some spotting between (a trade off I can handle),I really am happy with my decision to get ParaGard.""","Copper_IUDs Intrauterine device (IUD) with copper also known as intrauterine coil, is a type of intrauterine device which contains copper. It is used for birth control and emergency contraception within five days of unprotected sex. It is one of the most effective forms of birth control with a one-year failure rate around 0.7%. The device is placed in the uterus and lasts up to twelve years. It may be used by women of all ages regardless of whether or not they have had children. Following removal, fertility quickly returns.Side effects include heavy menstrual periods, painful periods, or the device may come out. It is less recommended in people at high risk of sexually transmitted infections as it may increase the risk of pelvic inflammatory disease in the first three weeks after insertion. If a woman becomes pregnant with an IUD in place removal is recommended. Rarely uterine perforation can occur during insertion. The copper IUD is a type of long-acting reversible birth control. It primarily works by killing the sperm.The copper IUD came into medical use in the 1970s. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. The wholesale cost in the developing world is about US$0.37â_x0080__x0093_3.00 per IUD. In the United Kingdom they cost the NHS about Â£10 GBP. In the United States they cost around $750. They are used by more than 170 million women globally.",1,train
"Citalopram Depression ""From the age of 19 to now 35 I have been off and on anti-depressants   Finding a good Doctor and Citalopram has changed my life. The last 5 years I have regularly took 40mg a day.  I have been able to function and live a normal life. I am half way through a masters Degree in science and doing well. I may have been there sooner with the right treatment.  I read lots of negatives about this drug, I can only say if it doesn&#039;t work for you then its not the right medicine but don&#039;t let that stop you talking to a professional. For someone who has lived with depression as a teenager, just know that there is hope and life can get better. From the lowest of lows and dark places.""","Citalopram Citalopram, sold under the brand name Celexa among others, is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is used to treat major depressive disorder, obsessive compulsive disorder, panic disorder, and social phobia. The antidepressant effects may take one to four weeks to occur. It is taken by mouth.Common side effects include nausea, trouble sleeping, sexual problems, shakiness, feeling tired, and sweating. Serious side effects include an increased risk of suicide in those under the age of 25, serotonin syndrome, glaucoma, and QT prolongation. It should not be used in someone on a MAO inhibitor. Antidepressant discontinuation syndrome may occur when stopped. There are concerns that use during pregnancy may harm the baby.Citalopram was approved for medical use in the United States in 1998. It is available as a generic medication. In the United Kingdom, a typical dose costs the NHS less than 20 GBP per month. In the United States, it costs 50 to 100 USD per month as of 2016. In 2017, it was the 26th most commonly prescribed medication in the United States, with more than 24 million prescriptions.",1,train
"Lexapro Anxiety ""I&#039;m a 33 year old male and have been on Lexapro for a little over a month now. The first day I felt like I drank tons of coffee..I felt good but wired. Then I felt tired all the time for the next following weeks. But for the past week or so I have been feeling awesome, more confident, talkative, happier but still very sleepy. It&#039;s great because I actually sleep the whole night but its so hard to wake up. I get to work late sometimes. I tried switching to taking it midday but by 7pm I&#039;m ready for bed. I&#039;m still happy and love it but the drowsiness and yawning are irritating because I want to do more with my evening.""","Escitalopram Escitalopram, sold under the brand names Cipralex and Lexapro, among others, is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. Escitalopram is mainly used to treat major depressive disorder or generalized anxiety disorder. It is taken by mouth.Common side effects include trouble sleeping, nausea, sexual problems, and feeling tired. More serious side effects may include suicide in people under the age of 25. It is unclear if use during pregnancy or breastfeeding is safe. Escitalopram is the (S)-stereoisomer of the earlier medication citalopram, hence the name escitalopram.Escitalopram was approved for medical use in the United States in 2002. In the United States the wholesale cost is about $2.04 per month as of 2017. In the United Kingdom, as of 2018, generic escitalopram is around 1/20th as costly as the proprietary version. Escitalopram is sometimes replaced by twice the dose of citalopram. In 2017, it was the 20th most commonly prescribed medication in the United States with more than 25 million prescriptions.",1,train
"Nexplanon Birth Control ""I opted for Nexplanon after giving birth to my now 9 month old daughter. The first 7 months, I bled continually. This month I haven&#039;t had one at all. I have not gained weight in fact I am losing weight, and no problems with acne.  Only complaint was constant bleeding at first and my arm was real tender for a few wks in the beginning.  Oct 2016, will  be  my 3 yrs and I plan on getting it removed and a new one inserted.""","Etonogestrel_birth_control_implant Etonogestrel birth control implant, sold under the brand name Nexplanon among others, is a device made up of a single rod containing etonogestrel which is used for birth control. It is one of the most effective forms of birth control with a one-year failure rate around 0.05%. It lasts at least three or four years with some data showing effectiveness for five years. The device is placed under the skin. Following removal fertility quickly returns.Common side effects include menstrual changes including irregular bleeding, with approximately one third of women reporting no menstrual periods.  It is not recommended in people with liver disease. The etonogestrel implant is a type of long-acting reversible birth control. It works by stopping ovulation, thickening the mucus around the opening of the cervix, and altering the lining of the uterus.Etonogestrel implants were approved for medical use in Indonesia in 1998 and in the United States in 2006. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is about 8.93 to 13.29 USD. In the United Kingdom the device costs the NHS about 83.43 pounds. The cost in the United States is about 625.00 USD. Etonogestrel implants are approved in more than 90 countries and used by about three million women globally as of 2010.",1,train
"Gabapentin Alcohol Withdrawal ""i was drinking heavily for a few months and had to go to detox 6 weeks ago.  i thought i&#039;d be okay to drink about five days ago--started one day with four drinks, escalated to 12 drinks yesterday.  i&#039;m taking neurontin (600 mg 4x/day) right now because i&#039;m scared of withdrawal.  i expected i would be having symptoms today and would have to do an at-home 3-4 day taper.  instead i have had two drinks today, that plus the neurontin and .5 mg of klonopin with barely noticeable symptoms.  i hope to have less than five drinks today, maximum of two tomorrow and then stop for good after.  highly recommend this!""","Gabapentin Gabapentin, sold under the brand name Neurontin among others, is an anticonvulsant medication used to treat partial seizures, neuropathic pain, hot flashes, and restless legs syndrome. It is recommended as one of a number of first-line medications for the treatment of neuropathic pain caused by diabetic neuropathy, postherpetic neuralgia, and central neuropathic pain. About 15% of those given gabapentin for diabetic neuropathy or postherpetic neuralgia have a measurable benefit. Gabapentin is taken by mouth.Common side effects include sleepiness and dizziness. Serious side effects include an increased risk of suicide, aggressive behavior, and drug reactions. It is unclear if it is safe during pregnancy or breastfeeding. Lower doses are recommended in those with kidney disease associated with a low kidney function. Gabapentin is a gabapentinoid. It has a molecular structure similar to that of the neurotransmitter Î³-aminobutyric acid (GABA) and acts by inhibiting certain calcium channels.Gabapentin was first approved for use in 1993. It has been available as a generic medication in the United States since 2004. The wholesale price in the developing world as of 2015 was about US$10.80 per month; in the United States, it was US$100 to US$200. In 2017, it was the eleventh most commonly prescribed medication in the United States, with more than 46 million prescriptions. During the 1990s, Parke-Davis, a subsidiary of Pfizer, began using a number of illegal techniques to encourage physicians in the United States to use gabapentin for unapproved uses. They have paid out millions of dollars to settle lawsuits regarding these activities.",1,train
"Metformin Diabetes, Type 2 ""Many subtle side effects that clear over time.  Chance of infection side effect is curious as that is a condition to be religiously avoided with diabetes of any type.  Also since starting Metformin I have red skin on right leg that seems to never go away.  More than a coincidence I think that this appeared right after starting this medication.  I am finding controlling my diet and exercise a much better solution than current drugs but will take for a while longer.""","Metformin Metformin, marketed under the trade name Glucophage among others, is the first-line medication for the treatment of type 2 diabetes, particularly in people who are overweight. It is also used in the treatment of polycystic ovary syndrome. It is not associated with weight gain. It is taken by mouth.Metformin is generally well tolerated. Common side effects include diarrhea, nausea, and abdominal pain. It has a low risk of causing low blood sugar. High blood lactic acid level is a concern if the medication is used in overly large doses or prescribed in persons with severe kidney problems. It is not recommended in those with significant liver disease. While no clear harm comes from use during pregnancy, insulin is generally preferred for gestational diabetes. Metformin is a biguanide antihyperglycemic agent. It works by decreasing glucose production by the liver and increasing the insulin sensitivity of body tissues.Metformin was discovered in 1922. French physician Jean Sterne began study in humans in the 1950s. It was introduced as a medication in France in 1957 and the United States in 1995. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. Metformin is the most widely used medication for diabetes taken by mouth. It is available as a generic medication. The wholesale price in the developed world was between US$0.21 and $5.55 per month as of 2014. In the United States, it costs US$5 to US$25 per month. In 2017, it was the fourth-most commonly prescribed medication in the United States, with more than 78 million prescriptions.",1,train
"Clonidine Opiate Withdrawal ""I have been on suboxone (since january 10), for opiate withdrawals and I am having panic attacks. I was prescribed catapress this month (the end of june, 10) with my suboxone and day 4 on it so far so good! It makes me sleepy and very mellow, calm like. I assume its doing its job, I only have taken it at night. I haven&#039;t had to take it for a panic attack yet.""","Clonidine Clonidine, sold as the brand name Catapres among others, is a medication used to treat high blood pressure, attention deficit hyperactivity disorder, drug withdrawal (alcohol, opioids, or smoking), menopausal flushing, diarrhea, and certain pain conditions. It is used by mouth, by injection, or as a skin patch. Onset of action is typically within an hour with the effects on blood pressure lasting for up to eight hours.Common side effect include dry mouth, dizziness, headaches, and sleepiness. Severe side effects may include seeing or hearing things that other people do not, heart arrhythmias, and confusion. If rapidly stopped, withdrawal effects may occur. Use during pregnancy or breastfeeding is not recommended. Clonidine lowers blood pressure by stimulating Î±2 receptors in the brain, which results in relaxation of many arteries.Clonidine was patented in 1961 and came into medical use in 1966. It is available as a generic medication. As of 2019 a month of medication costs the NHS about Â£8. In the United States this amount costs about US$2.70 as of 2019. In 2017, it was the 79th most commonly prescribed medication in the United States, with more than ten million prescriptions.",1,train
"Docosanol Herpes Simplex ""I have been using abreva for four days. The second day I noticed it was getting better. Today on the fourth day I noticed that smaller bumps around my cold sore are starting to form. It made my cold sores smaller but now I have to deal with what it caused. Very disappointed because having a cold sore isn&#039;t pretty. Just when I thought it was getting better, something else pops up. It was very expensive so I was really looking forward to a better  experience.""","Docosanol Docosanol, also known as behenyl alcohol, is a saturated fatty alcohol used traditionally as an emollient, emulsifier, and thickener in cosmetics, and nutritional supplement (as an individual entity and also as a constituent of policosanol).More recently, docosanol has been approved by the Food and Drug Administration (FDA) as a pharmaceutical antiviral agent for reducing the duration of cold sores caused by the herpes simplex virus in the OTC medication Abreva.",1,train
"Rexulti Major Depressive Disorde ""I was prescribed this along with my Effexor XR when diagnosed with mild BPD, Depression, ADD, PTSD. I originally took Abilify but discontinued it once I gained 30 lbs in a month. The Rexulti makes me feel tired and I cannot lose the weight I gained with the Abilify. I thought with the Adderall I started taking and with working out I would at least lose a few lbs. Nope! I think I am done with this med. I am in DBT, CBT therapy and I think that has had more of an effect on my impulsive behavior than this medicine. The only thing I have noticed with it is I have vivid dreams and am always hungry.""","Brexpiprazole Brexpiprazole, sold under the brand name Rexulti, is an atypical antipsychotic. It is a dopamine D2 receptor partial agonist and has been described as a ""serotoninâ_x0080__x0093_dopamine activity modulator"" (SDAM). The drug received FDA approval on July 13, 2015 for the treatment of schizophrenia, and as an adjunctive treatment for depression. It has been designed to provide improved efficacy and tolerability (e.g., less akathisia, restlessness and/or insomnia) over established adjunctive treatments for major depressive disorder (MDD).The drug was developed by Otsuka and Lundbeck, and is considered to be a successor of Otsuka's top-selling atypical antipsychotic aripiprazole (Abilify). Otsuka's U.S. patent on aripiprazole expired on October 20, 2014;  and a generic was approved in April, 2015.",1,train
"Medroxyprogesterone Birth Control ""I have been on Depo for almost two years and it works like a charm! I never go past the 5 day period to get the shot and it is crucial for it to work to not exceed the time of your next shot. When I first started I did bleed for a month but it was not heavy. My periods lasted 8 days and cramps were horrible before the shot so it wasn&#039;t that big of a deal for me. Now I don&#039;t get periods ever and ever so often i might spot for a day or two. To be completely frank my partner and I do not use protection and I have not gotten pregnant so as far as contraceptives go this one is wonderful! I did experience dryness at first but it has since gone away.""","Medroxyprogesterone Medroxyprogesterone (MP), is a progestin which is not used medically. A derivative, medroxyprogesterone acetate (MPA), is used as a medication in humans, and is far more widely known in comparison. Medroxyprogesterone is sometimes used as a synonym for medroxyprogesterone acetate, and what is almost always being referred to when the term is used is MPA and not medroxyprogesterone.",1,train
"Tiotropium COPD, Maintenance ""I had a parathyroid removed the end of May. One of the complications I was having was shortness of breath. A month after surgery a pulmonologist followed up with tests and said I have beginning COPD. She recommended Spiriva. The first two weeks I started feeling better. Then I started feeling tired all the time, my eyes seemed puffy, my weight was going up, peeing frequently with urgency, dry mouth, cuts healed slow, developed heartburn, my joints all felt achy, sleep was poor, and I was retaining fluid and needing lasix at least twice a week, and having tearful moodiness. Labs showed high glucose. I have never been a diabetic. Now regular testing the last 4 days show I am prediabetic. Apparently 1 in 10,000 can become prediabetic ""","Tiotropium_bromide Tiotropium bromide, sold under the brandname Spiriva among others, is a long-acting bronchodilator used in the management of chronic obstructive pulmonary disease (COPD) and asthma. Specifically it is used to try to prevent periods of worsening rather than for those periods themselves. It is used by inhalation through the mouth. Onset typically begins within half an hour and lasts for 24 hours.Common side effects include a dry mouth, runny nose, upper respiratory tract infection, shortness of breath and headache. Severe side effects may include angioedema, worsening bronchospasm, and QT prolongation. Tentative evidence has not found harm during pregnancy, however, such use has not been well studied. It is an anticholinergic medication and works by blocking acetylcholine action on smooth muscle.Tiotropium was patented in 1989, and approved for medical use in 2002. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. In the United States the wholesale cost was about US$13.75 per dose as of 2019. In the United Kingdom a dose costs the NHS about 0.86 pounds as of 2019. In 2017, it was the 82nd most commonly prescribed medication in the United States, with more than nine million prescriptions. There is no generic version available in the United States as of 2019.",1,train
"Minocycline Acne ""My daughter started breaking out 2 years ago and we tried almost everything out there. She started high school this fall and was very insecure about her face, she has been on minocycline for about three months and we have noticed a significant change. Her face is not 100% clear however it&#039;s improved quite a bit. She has more confident which is just a blessing. I have also started taking minocycline for my cystic acne and it has helped. Good luck to you all, acne is such a difficult problem to deal with so best wishes to you all.""","Minocycline Minocycline, sold under the brand name Minocin among others, is a tetracycline antibiotic used to treat a number of bacterial infections such as pneumonia. It is generally less preferred than the tetracycline doxycycline. It is also used for the treatment of acne and rheumatoid arthritis. It is taken by mouth or applied to the skin.Common side effects include nausea, diarrhea, dizziness, allergic reactions, and kidney problems. Serious side effects may include anaphylaxis, a lupus-like syndrome, and easy sunburning. Use in the later part of pregnancy may harm the baby and safety during breastfeeding is unclear. It works by decreasing a bacteria's ability to make protein thus stopping its growth.Minocycline was patented in 1961 and came into commercial use in 1971. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 14 Â£ as of 2019. In the United States the wholesale cost of this amount is about US$12. In 2017, it was the 237th most commonly prescribed medication in the United States, with more than two million prescriptions.",1,train
"Pristiq Anxiety ""I have been taking Pristiq since June 2009- almost 9 months.  I don&#039;t think I really had a clue at how depressed and anxious I was until I started on these medicines.  I remember going out on a boat and water skiing with no hesitations like the good old days! It was a beautiful thing! I was diagnosed with a rare auto immune disease and it literally consumed me from for two years. I would break down in doctors offices regularly, and started having panic attacks in the middle of the night and then finally during the day.   My side effects are on and off night sweats, and if I miss a pill I would have nausea and light-headedness, but otherwise sex is good!  It seems to work! Had weight loss = 5 lbs.""","Desvenlafaxine Desvenlafaxine, sold under the brand name Pristiq among others, is a medication used to treat major depressive disorder. It is recommended that the need for further treatment be occasionally reassessed. It appears less effective than its parent compound venlafaxine. It is taken by mouth.Common side effects include dizziness, trouble sleeping, increased sweating, constipation, sleepiness, anxiety, and sexual problems. Serious side effects may include suicide in those under the age of 25, serotonin syndrome, bleeding, mania, and high blood pressure. A withdrawal syndrome may occur if the dose is rapidly decreased. It is unclear if use during pregnancy or breastfeeding is safe. It is an antidepressant of the serotonin-norepinephrine reuptake inhibitor (SNRI) class.Desvenlafaxine was approved for medical use in the United States in 2008. Use in Europe was declined in 2009. In the United States the wholesale cost is about 25.20 USD per month. In 2017, it was the 235th most commonly prescribed medication in the United States, with more than two million prescriptions.",1,train
